"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"
2900	"Code in A1"	"http://www.rockit.it/codeina1"	"Band, Toscana"	"0"	"Rock, Pop, Crossover "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
2901	"Codeina"	"http://www.rockit.it/mattiacodeina"	"Band, Seregno, Lombardia"	"7"	"Rock, Garage "	"url(/thumb700x250/foto/90720.jpg)"	"[""/recensione/26161/codeina-allghoi-khorhoi"",""/recensione/13766/codeina-quore-hidalgo-picaresco"",""/user/mattiacodeina""]"	"\n<div class=""content-rece""><p>https://soundcloud.com/#codeinaband/sets/allghoi-khorhoi</p> <p>riassunto delle puntate precedenti <br>\n<br>\n<br>\nI Codeina esistono dal 1998. I Codeina hanno iniziato con delle cover e provavano <br>\nin uno scantinato. I Codeina ora non fanno pi&#xF9; cover e non ascoltano chi ne consiglia <br>\nalmeno un paio in repertorio. Ai Codeina piacciono i papaveri, soprattutto quelli <br>\nai bordi delle strade o sulle rotonde. Ai Codeina piacciono gli sciroppi per la tosse, <br>\nsoprattutto quelli al gusto di amarena o cioccolato. I Codeina hanno cambiato molte <br>\nformazioni: la line-up attuale ha compiuto 4 anni. I Codeina sono quanti le virt&#xF9; teologali, i giorni del condor e i porcellini: <br>\nMattia (chitarra e voce), Emanuele (basso e cori), Alessandro (batteria). <br>\nIl terzo ha 4 anni in pi&#xF9; del primo e il doppio in pi&#xF9; del secondo. Il primo ha 35 anni. I <br>\nCodeina pagano 6,70 euro giornaliere per l&apos;affitto della loro sala prove.I Codeina lasciano la strumentazione in sala prove perch&#xE9; <br>\nc&#x2019;&#xE8; l&#x2019;antifurto. I Codeina a volte si dimenticano di inserire l&#x2019;antifurto o di spegnere <br>\nqualche luce o l&apos;aria condizionata. I Codeina suonano sempre dalle 11:05:00 alle 15:05:59, misteriosamente per diverse ore.<br>\nLe influenze dei Codeina sono troppe per elencarle ma si <br>\nsentono. Nel 2004, ad Halloween, i Codeina hanno registrato il primo demo &quot;Cotidie Morimur&quot;.<br>\nNel 2010, in un&apos;estate bergamasca, hanno registrato il loro primo album &quot;Quore. Hidalgo picaresco&quot;. <br>\nI Codeina hanno suonato in quasi tutti i locali della Brianza e del milanese dove &#xE8; <br>\nconsentito un volume spropositato. Ai Codeina piacciono i feedback e le distorsioni. <br>\nI Codeina hanno partecipato a diverse compilation con 3 canzoni differenti. I Codeina <br>\nforse sono passati in radio ma nessuno dei tre ne ha le prove. I testi <br>\ndei Codeina hanno un significato differente a seconda dell&#x2019;ascoltatore. La sala prove <br>\ndei Codeina si trova nel paese di un famoso politico. Questo politico non &#xE8; molto <br>\nalto, racconta spesso barzellette e ha un debole per le ragazze senza patente. <br>\nDue dei Codeina lavorano, uno &#xE8; disoccupato ma laureato.<br>\nI Codeina una volta sono stati erroneamente scambiati per filo-fascisti. Una volta i Codeina sono <br>\ntornati a casa senza suonare dopo aver montato e disposto tutta la strumentazione. <br>\nI Codeina hanno suonato in un locale cinese. <br>\nTutta la strumentazione dei Codeina &#xE8; scarrozzata da un Mercedes Vito bianco con autoradio a cassette.<br>\nUn concerto dei Codeina si &#xE8; concluso dopo tre pezzi in seguito alla distruzione della pelle della grancassa. Il concerto dopo, i Codeina hanno rotto di <br>\nnuovo la pelle della grancassa ma hanno portato quella di riserva. Un membro dei Codeina <br>\nha girato in bicicletta fra il pubblico alla fine del concerto. Stampare una locandina <br>\ndei Codeina costa 4 euro. La strumentazione dei Codeina pesa <br>\nparecchio e non si trova al pianterreno: tra i due si frappone una rampa di 20 scalini. <br>\nAi Codeina non piace scaricare alle 4 di notte. Ai Codeina non piace caricare sotto <br>\nla pioggia. I Codeina non hanno mai vinto un concorso musicale. I Codeina hanno <br>\nsmesso di partecipare a concorsi musicali. I Codeina una volta hanno suonato in un <br>\nteatro con tanto di pubblico seduto.  Mentre provano i Codeina vedono <br>\ni treni passare. I Codeina una sera sono stati pagati 250 euro e hanno utilizzato la <br>\nretribuzione per dissetare tutti i presenti. I Codeina una volta hanno ricevuto come <br>\ncompenso un aperitivo. I Codeina hanno suonato ad una serata folkloristica sarda.<br>\nIl secondo album dei Codeina &#xE8; appena uscito e si intitola <br>\nALLGHOI KHORHOI. <br>\n<br>\nCODEINA - ALLGHOI KHORHOI (2014)<br>\n<br>\n<br>\n1  ::::::::::::::: 22 Dicembre<br>\n2  ::::::::::::::: Pasta Madre <br>\n3  ::::::::::::::: Kiwi<br>\n4  ::::::::::::::: Medea<br>\n5  ::::::::::::::: 71<br>\n6  ::::::::::::::: Cascando<br>\n7  ::::::::::::::: L&apos;appeso<br>\n8  ::::::::::::::: Crepa<br>\n9  ::::::::::::::: Hikikomori<br>\n10 ::::::::::::::: Ieri <br>\n11 ::::::::::::::: Dio ci pulisce<br>\n12 ::::::::::::::: Langley &amp; Homer Collyer<br>\n<br>\n~ REGISTRATO e MIXATO da Fabio Intraina<br>\nPresso il Trai Studio (Inzago, MI)  <br>\n<br>\n~ MASTERIZZATO da Maurizio Giannotti<br>\npresso il New Mastering Studio (Milano)</p></div>\n"	"[{""name"":""Allghoi Khorhoi"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26161.jpg"",""link"":""http://www.rockit.it/mattiacodeina/album/allghoi-khorhoi/26161""},{""name"":""Quore Hidalgo Picaresco"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/13766.jpg"",""link"":""http://www.rockit.it/mattiacodeina/album/quore-hidalgo-picaresco/13766""}]"
2902	"Codeina"	"http://www.rockit.it/codeina"	"Band, Lombardia"	"2"	"Cantautore, Rock, Alternativo "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/3757/codeina-cotidie-morimur""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""Cotidie Morimur"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/codeina/album/cotidie-morimur/3757""}]"
2903	"Codice22"	"http://www.rockit.it/codice22"	"Band, Campania"	"0"	"Rock, Crossover "	"url(/thumb700x250/foto/2790.jpg)"	"[""/user/cd054485c""]"	"\n<div class=""content-rece""><p>I CODICE22 nascono nel 1996 a Napoli come rock cover-band. Dopo un periodo di assestamento in cui si alternano vari musicisti, il gruppo comincia a suonare pezzi originali cantati in dialetto napoletano e italiano. Durante questi 7 anni il gruppo accumula varie esperienze tra cui un tour come supporter-band dei 99posse. Pubblicano a gennaio 2003 il primo CD &quot;ci avete rotto i coglioni&quot;.</p></div>\n"	"[]"
2904	"Codici A Sbarre"	"http://www.rockit.it/CodiciASbarre"	"Band, Casoli (CH), Abruzzo"	"0"	"Indie, Folk, Punk rock "	"url(/thumb700x250/foto/74139.jpg)"	"[""/recensione/22174/codici-a-sbarre-codici-a-sbarre-demo"",""/user/francescoljl""]"	"\n<div class=""content-rece""><p>I Codici A Sbarre sono un gruppo folk-punk-rock abruzzese nato nel Dicembre 2009. Il loro primo EP omonimo &#xE8; uscito nel Febbraio 2013.</p> <p>I membri del gruppo sono: Francesco Lallo (voce e chitarra), Giovanni Di Bucchianico (Basso), Giuseppe Alimonti (Tastiere) e Mattia Di Carlo (Batteria).<br>\n<br>\n2009<br>\n- Nel Dicembre di questo anno dopo una serie di fortunate vicessitudini nasce il gruppo<br>\n2010<br>\n- A Maggio ci sar&#xE0; il primo concerto nella piazza di Orsogna<br>\n- Cominciano le prime date nei locali della zona, dove verrano eseguite solo cover<br>\n2011<br>\n- Continua il tour cominciato lo scorso anno che attraverser&#xE0; molti locali fra Casoli, Guardiagrele, Orsogna, Arielli e Filetto<br>\n- Tra l&apos;autunno e l&apos;inverno comincer&#xE0; la produzione di canzoni proprie da parte del gruppo<br>\n2012<br>\n- Settembre: registrazione del DEMO &quot;Codici A Sbarre&quot; nella sala prove del gruppo ad Arielli con l&apos;aiuto di Francesco Angelini<br>\n2013<br>\n- Febbraio: uscita del DEMO &quot;Codici A Sbarre&quot; registrato a Settembre</p></div>\n"	"[{""name"":""Codici A Sbarre (demo)"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22174.jpg"",""link"":""http://www.rockit.it/CodiciASbarre/album/codici-a-sbarre-demo/22174""}]"
2905	"Cods"	"http://www.rockit.it/cods"	"Band, Lombardia"	"0"	"Alternativo, Acustico "	"url(/thumb700x250/foto/2136.jpg)"	"[""/news/pin-pin-runi-cods-live-novdic"",""/news/nuovissime-date-cods"",""/news/weekend-corbetta-berafestival""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""Sperochettùstia"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2433.jpg"",""link"":""http://www.rockit.it/cods/album/sperochettustia/2433""},{""name"":""Cods"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/1303.jpg"",""link"":""http://www.rockit.it/cods/album/cods/1303""}]"
2906	"Coefficienza d'attrito"	"http://www.rockit.it/coefficienzadattrito"	"Band, Lombardia"	"1"	"Rock, Rap, Alternativo "	"url(/thumb700x250/foto/4554.jpg)"	"[""/user/lacoefficienza""]"	"\n<div class=""content-rece""><p>La Coefficienza D&apos;attrito nasce nel lontano 2002 quando Snake Danilo e Davide si ritrovano in una cantina per cercare di avviare un nuovo gruppo... Le cose per&#xF2; non furono subito facili allora entr&#xF2; a far parte di questa famiglia Enea un eccellente bassista della zona. Da l&#xEC; in avanti le cose diventarono semplici, i 4 incominciarono a sfornare pezzi su pezzi arrivando all&apos;attuale numero di 20 canzoni... esatto avete capito bene, noi non siamo un gruppo cover, ci dedichiamo esclusivamente a favi sentire la nostra musica non quella degli altri. Nonostante l&apos;ottimo momento dei 4 ci furono degli i&#x2026;</p></div>\n"	"[{""name"":""Delirio"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8072.jpg"",""link"":""http://www.rockit.it/coefficienzadattrito/album/delirio/8072""}]"
2907	"Coffea Strange"	"http://www.rockit.it/coffeastrange"	"Band, Crotone, Calabria"	"1"	"Rock, Britpop, Alternativo "	"url(/thumb700x250/foto/118077.jpg)"	"[""/recensione/30990/coffea-strange-sorry-for-yesterday"",""/recensione/26659/coffea-strange-ep-emphatic-promo"",""/user/coffea_strange""]"	"\n<div class=""content-rece""><p>Daniele Sorrentino (Guitar Vox, Alternative Keyboards) Ivan De Luca (Lead guitar) Mirko Caruso (Bass and Synth) Emmanuele Sestito (Drum)</p> <p>I &quot;Coffea Strange&quot; sono una band italiana nata a Crotone,Calabria, nel 2012. La band originariamente era formata da Daniele Sorrentino (voce e chitarra), Davide Otranto (viola e basso) e Antonio Ferraro (Batteria), quest&apos;ultimo nel 2013 lascia la band. nel Settembre 2013, i Coffea Strange si esibiscono al Maverick Rock&apos;n&apos;Roll festival (Il qurto giorno) con una formazione atipica: chitarra e viola. Dopo alcuni concerti, la band registra il primo disco. Il lavoro dura cinque mesi. Pubblicano il loro primo EP (Emphatic Promo). Il disco esce il 15 Ottobre con il primo singolo e video: &quot;The Story in a Roll&quot;. Nel 2015 Davide Otranto lascia ed  entrano a far parte della band , Ivan De Luca , Emmanuele Sestito e Mirko Caruso , rivoluzionando totalmente il sound. Il 30 Ottobre 2015 pubblicano il primo album dal titolo &#x201C;Sorry For Yesterday&#x201D; .<br>\nIl primo singolo &#xE8; Staying with My Giants accompagnato dal videoclip diretto da N2 Video Productions.</p></div>\n"	"[{""name"":""Sorry For Yesterday"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/30990.jpg"",""link"":""http://www.rockit.it/coffeastrange/album/sorry-for-yesterday/30990""},{""name"":""EP (Emphatic Promo)"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26659.jpg"",""link"":""http://www.rockit.it/coffeastrange/album/ep-emphatic-promo/26659""}]"
2908	"Coffee Groove"	"http://www.rockit.it/coffeegroove"	"Band, Napoli, Campania"	"0"	"Rock, Funk, Blues "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/coffeegroove""]"	"\n<div class=""content-rece""><p>Nati nel 2007 come CoverBand di brani soul/blues, si dedicano definitivamente al progetto inedito nel 2008 con l&apos;arrivo del nuovo Batterista. I Coffe Groove suonano un rock dinamico e divertente che strizza l&apos;occhio al Soul e propone influenze Funk e Blues. Vantano una presenza a diversi contest e concorsi nazionali. Ricordiamo l&apos;arrivo tra i 4 finalisti del Virgin Rock&apos;N Music Contest (che li ha portati ad esibirsi sul prestigioso palco del Museo del Rock di Milano) e i 3 primi posti all&apos;HotWinterContest, Checkmate Festival e BlackCat Festival.</p></div>\n"	"[{""name"":""Coffee Groove Live Recording"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/11183.jpg"",""link"":""http://www.rockit.it/coffeegroove/album/coffee-groove-live-recording/11183""}]"
2909	"Coffee Mug"	"http://www.rockit.it/coffeemug"	"Band, Lombardia"	"0"	"Hardcore "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
