"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"
785	"Amy Sen"	"http://www.rockit.it/amysen"	"Band, Veneto"	"0"	"Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
786	"Amycanbe"	"http://www.rockit.it/amycanbe"	"Band, Ravenna, Emilia Romagna"	"151"	"Rock, Psichedelico, Elettronico "	"url(/thumb700x250/foto/104733.jpg)"	"[""/recensione/29073/amycanbe-wolf"",""/articolo/mi-ami-2012-palco-pertini-domenica"",""/news/mi-ami-2012-ecco-primi-nomi-cast"",""/user/amycanbe""]"	"\n<div class=""content-rece""><p>Pop Alternative Band</p> <p>l primo nucleo dei futuri Amycanbe si costituisce a Cervia, dove Marco e Mattia si incontrano, nel 2002. Solo nel 2005 il gruppo diventa quartetto, con l&apos;ingresso in formazione di Francesca e Paolo, ed assume il nome di Amycanbe. Subito dopo le prime esibizioni live, realizzano un demo autoprodotto, senza titolo, poi rinominato Yellow Suit, un EP di 5 canzoni, cantate in lingua inglese, che cattura l&apos;attenzione di Blow Up. La rivista inserisce la band nella playlist dei migliori gruppi debuttanti in quell&apos;anno.[1] Nel corso del 2006, aprono i concerti di Skin, Sophia, Devastations e Yuppie Flu. Inoltre partecipano al Roma Rock Festival.<br>\n<br>\nL&apos;album d&apos;esordio, dal titolo Being a Grown-Up Sure Is Complicated, viene pubblicato nell&apos;ottobre 2007 ed &#xE8; prodotto da Mario Thaler. Intraprendono due tour in Gran Bretagna suonando in prestigiosi locali inglesi e si fanno conoscere anche nei diversi network locali come la BBC.[2] Al ritorno in Italia partecipano al festival Assalti al Cuore di Rimini e ad altre manifestazioni relative al mondo musicale indipendente.<br>\n<br>\nIl 25 maggio 2011 viene pubblicato l&apos;EP The World is Round, ispirato dall&apos;omonima fiaba di Gertrude Stein, preceduto dal singolo e dal video Everywhere, che viene notato da importanti blog e riviste nonch&#xE9; trasmesso su MTV e VIVA[senza fonte].<br>\n<br>\nIl successivo album Mountain Whales viene pubblicato nell&apos;ottobre 2011, edito poi in edizione speciale in vinile da Feedbands nell&apos;ottobre 2013.<br>\n<br>\nThe World Is Round e Mountain Whales vengono prodotti dalla band e da Mattia &quot;Matta&quot; Dallara, con il contributo al missaggio di Mark Plati (David Bowie, Prince, Robbie Williams, The Cure, Dave Navarro, Emilie Simon, Charlie Winston e altri).<br>\n<br>\nA fine 2012 esce nei cinema Acciaio, film di Stefano Mordini, che include la canzone Everywhere nella colonna sonora ufficiale del film.<br>\n<br>\nRose Is a Rose viene inclusa nella colonna sonora ufficiale del film Avenged (aka Savaged) del 2014, thriller horror film di Michael S. Ojeda.<br>\n<br>\nNel 2014 diverse serie televisive USA vedono brani degli Amycanbe nelle proprie colonne sonore, come Finding Carter di MTV e Royal Pains.<br>\n<br>\nA fine aprile 2015 esce il nuovo album: Wolf</p></div>\n"	"[{""name"":""Wolf"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29073.jpg"",""link"":""http://www.rockit.it/amycanbe/album/wolf/29073""},{""name"":""The World Is Round"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16358.jpg"",""link"":""http://www.rockit.it/amycanbe/album/the-world-is-round/16358""},{""name"":""Mountain Whales"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/17581.jpg"",""link"":""http://www.rockit.it/amycanbe/album/mountain-whales/17581""},{""name"":""Being a Grown-Up Sure Is Complicated"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/8548.jpg"",""link"":""http://www.rockit.it/amycanbe/album/being-a-grown-up-sure-is-complicated/8548""},{""name"":""S/t"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/6570.jpg"",""link"":""http://www.rockit.it/amycanbe/album/st/6570""},{""name"":""Rockit Vol.39 MI AMI 2012"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19551.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol39-mi-ami-2012/19551""},{""name"":""Rockit Vol 28"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/15320.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol-28/15320""},{""name"":""Top.it 2011"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18079.jpg"",""link"":""http://www.rockit.it/compilation/topit-2011/18079""}]"
787	"Amyr"	"http://www.rockit.it/amyr"	"Band, Puglia"	"0"	"Jazz, Alternativo, Acustico "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""><p>Amyr e&apos; un progetto nato come ricerca nel territorio della comunicazione.Musica ed immagini,profumi e colori si mescolano nel tentativo di ri-creare una emozione complessa e completa.Il titolare del progetto,Mirko Patella,suona in varie formazioni dall&apos;inizio degli anni novanta,approfondendo tutti quei generi che andranno ad unirsi per formare il suono di Amyr.Attualmente studia a Los Angeles, al Musician Institute,Chitarra e Studio Recording.</p></div>\n"	"[]"
788	"An Cat Dubh"	"http://www.rockit.it/ancatdubh"	"Band, Toscana"	"0"	"Rock "	"url(/thumb700x250/foto/2977.jpg)"	"[""/recensione/3038/an-cat-dubh-cda"",""/news/primo-album-an-cat-dubh"",""/user/an584934c""]"	"\n<div class=""content-rece""><p>Gli An Cat Dubh si formano nel 1995 a Lucca su iniziativa di Marco Brugioni (testi, voce e chitarra) e Piero Niviera (batteria), cui si aggiungono inseguito Alessandro Pioli (chitarra) e Andrea Cesaretti(basso). Appassionati tra gli altri di Doors, Bowie, Rolling Stones e U2, decidono di condividere la passione per il rock suonando insieme. Ed &#xE8; al gruppo di Bono Vox &amp; Co. che il quartetto deve il proprio nome e i primi passi on stage.</p></div>\n"	"[{""name"":""CDa"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/3038.jpg"",""link"":""http://www.rockit.it/ancatdubh/album/cda/3038""}]"
789	"An Harbor"	"http://www.rockit.it/anharbor"	"Band, Piacenza, Emilia Romagna"	"2"	"Indie, Pop, R&B "	"url(/thumb700x250/foto/108964.jpg)"	"[""/articolo/video-musicali-italiani-youtube"",""/user/xfpaganix""]"	"\n<div class=""content-rece""></div>\n"	"[]"
790	"An Ocean Between Us"	"http://www.rockit.it/anoceanbetweenus"	"Band, Veneto"	"0"	"Metal, Hardcore, Screamo "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/11148/an-ocean-between-us-drowing"",""/user/anoceanbetweenus""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""Drowing"",""date"":"" 2009 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/11148.jpg"",""link"":""http://www.rockit.it/anoceanbetweenus/album/drowing/11148""}]"
791	"An Under Motion"	"http://www.rockit.it/anundermotion"	"Band, Trentino Alto Adige"	"2"	"Progressive, Pop, Alternativo "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/anundermotion""]"	"\n<div class=""content-rece""></div>\n"	"[]"
792	"Anà Kronon"	"http://www.rockit.it/anakronon"	"Band, Puglia"	"1"	"Rock, Pop, Blues "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/user/an595541k""]"	"\n<div class=""content-rece""></div>\n"	"[]"
793	"Anabasi Road"	"http://www.rockit.it/AnabasiRoad"	"Band, Reggio Emilia, Emilia Romagna"	"0"	"Progressive, Hard Rock, Blues "	"url(/thumb700x250/foto/116735.jpg)"	"[""/user/AnabasiRoad""]"	"\n<div class=""content-rece""><p>Anabasi Road Progressive Rock Band</p> <p>Gli Anabasi Road sono un gruppo Rock di Reggio Emilia. Si uniscono alla fine del 2009, spinti dal desiderio di esprimersi lasciando libero spazio alla creativit&#xE0;. L&apos;idea nasce da Andrea Giberti (voce) e Massimiliano Braglia (chitarra), ai quali si aggiungono in breve tempo Nicholas Corradini (batteria), Andrea Pini (basso), Luca Orlandini (tastiere) e Alex Gambarelli (chitarra), determinando la composizione iniziale del gruppo.<br>\nA formazione completa cominciano a scrivere i primi brani. Il background musicale di ognuno &#xE8; differente, perci&#xF2; la stesura dei brani avviene senza limitazioni di genere o riferimenti. Per questo motivo ad oggi risulta difficile inquadrare gli Anabasi Road in un&apos;unica corrente musicale, se non quella pi&#xF9; generica del &quot;Rock&quot; -data la tipica formazione composta da due chitarre, tastiera, basso, batteria e voce.<br>\nI primi due anni sono caratterizzati da profondi assestamenti, i brani vengono spesso riarrangiati e, per motivi personali, Pini deve lasciare la band. Sar&#xE0; Riccardo Vecchi, tramite l&apos;amicizia con Braglia, ad unirsi al gruppo come bassista. L&apos;arrivo di quest&apos;ultimo segna un punto di svolta nel gruppo: i brani vengono definitivamente perfezionati, caratterizzati da arrangiamenti accurati che non tolgono spazio all&apos;immediatezza, compaiono associazioni di timbriche moderne e aggressive che diventeranno la firma degli Anabasi Road, i quali trovano cos&#xEC; il loro sound. Le occasioni di suonare crescono, in particolare nella provincia natale e vicinanze, in citt&#xE0; come Modena, Piacenza e Verona. L&apos;evoluzione del gruppo tocca il suo apice a met&#xE0; 2013, quando il 3 Luglio entrano in sala d&apos;incisione per registrare il loro primo album autoprodotto. Alcuni concerti ritardano i tempi di mixaggio e stampa e il risultato si pu&#xF2; apprezzare solo il 13 Giugno 2014, data di rilascio del disco che porta il nome della band. Ad occuparsi delle registrazioni, del mix e del master &#xE8; Luca Giorgio Pretorius (gi&#xE0; batterista dei What a Funk!?), del quale si devono riconoscere la minuziosit&#xE0; e l&apos;accuratezza del lavoro grazie alle quali l&apos;opera pu&#xF2; esprimersi al meglio.<br>\nIn mancanza di un&apos;etichetta, nel primo mese il gruppo si fa conoscere tramite il web e vendendo l&apos;album privatamente. Sia la risposta del pubblico che quella della critica sono state di alto livello (pi&#xF9; di 500 copie vendute dal debutto). Hanno partecipato a concorsi musicali come il &#x201C;Concorso Liber@mente&#x201D; di Quattro Castella (RE) arrivando secondi nell&#x2019;edizione del 2012 e secondi al &#x201C;Krisis Band Contest&#x201D; di Carpi nel 2015.<br>\nIl viaggio musicale non si &#xE8; fermato. Gli Anabasi Road continuano a scrivere musica in &#x201C;Officina Anabasi&#x201D; e recentemente &#xE8; stato annunciato un nuovo EP per il 2016.</p></div>\n"	"[{""name"":""Anabasi Road"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/32642.jpg"",""link"":""http://www.rockit.it/AnabasiRoad/album/anabasi-road/32642""}]"
794	"Anacondia"	"http://www.rockit.it/anacondia"	"Band, Lombardia"	"0"	"Rock, Progressive "	"url(/thumb700x250/foto/94776.jpg)"	"[""/recensione/4738/anacondia-due-mondi"",""/user/anacondia""]"	"\n<div class=""content-rece""><p>Gli Anacondia nascono nel 1995 grazie all&#x2019;idea di Andrea Canonico (tastiere) e Gabriele Ramilli (voce). Con loro si uniranno Matteo Molinari, Massimo Besozzi (chitarre) e Antonio Sergi. Con diversi musicisti al basso, la formazione si esibir&#xE0; in vari locali milanesi (tra i quali il Rainbow, il Palacquatica e il Bloom di Mezzago) con un repertorio di brani originali di orientamento prog-dark. Con la defezione dei due chitarristi alla band si unisce Walter Marocchi e al basso, per un breve periodo, Alessandro Zuccolotto (detto Zucco). Con questa formazione i cinque riarrangiano il vecchio materiale originale dandogli un sound pi&#xF9; hard rock-progressive, registrando anche un demo di quattro tracce mai pubblicato. Dopo l&#x2019;abbandono di Zucco la band continua a scrivere nuovo materiale e si esibisce in due concerti con tre tastiere di cui una suonata da Gabriele che simula le parti di basso. Ma nel 2000 finalmente gli Anacondia trovano il bassista e la persona che da anni cercavano: Vincenzo Valerio. Ora la formazione &#xE8; al completo e da qui partono i veri Anacondia. Con la formazione completa i cinque per la prima volta si esibiranno al Binario Zero di Milano e all&#x2019; Indian Saloon di Bresso, registreranno il loro primo demo, &#x201C;Genesi Instabile&#x201D; che sar&#xE0; presentato da alcune radio locali, e continueranno le esibizioni in varie manifestazioni di Milano e provincia. La band &#xE8; in procinto di pubblicare il primo album ufficiale.</p></div>\n"	"[{""name"":""Gerico"",""date"":"" 2007 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/anacondia/album/gerico/8351""},{""name"":""Due Mondi"",""date"":"" 2005 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4738.jpg"",""link"":""http://www.rockit.it/anacondia/album/due-mondi/4738""},{""name"":""Genesi Instabile"",""date"":"" 2001 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/4737.jpg"",""link"":""http://www.rockit.it/anacondia/album/genesi-instabile/4737""}]"
