"url","pagination"
"http://www.rockit.it/9",0
"http://www.rockit.it/mariapiaesuperzoo",0
"http://www.rockit.it/BornAsGhosts",0
"http://www.rockit.it/chicat",0
"http://www.rockit.it/solounoccasioneproject",0
"http://www.rockit.it/mirkofresa",0
"http://www.rockit.it/stefanolicio",0
"http://www.rockit.it/tre-verticale",0
"http://www.rockit.it/echo3s",0
"http://www.rockit.it/positivo",0
"http://www.rockit.it/kelp",1
"http://www.rockit.it/_ollymeets_thegoodfellas",1
"http://www.rockit.it/AmelieVoss",1
"http://www.rockit.it/-1dB",1
"http://www.rockit.it/suiteblu",1
"http://www.rockit.it/clockmusic",1
"http://www.rockit.it/closetheband",1
"http://www.rockit.it/close",1
"http://www.rockit.it/00talpa",1
"http://www.rockit.it/05dicontrabbando",1
"http://www.rockit.it/05w4rd",2
"http://www.rockit.it/0r4",2
"http://www.rockit.it/0rkza1",2
"http://www.rockit.it/1000miglia",2
"http://www.rockit.it/110stelle",2
"http://www.rockit.it/111",2
"http://www.rockit.it/116jam",2
"http://www.rockit.it/12inchplastictoys",2
"http://www.rockit.it/12ottavi",2
"http://www.rockit.it/18Politico",2
"http://www.rockit.it/1stclasspassengers",3
"http://www.rockit.it/2pigeons",3
"http://www.rockit.it/2000malattie",3
"http://www.rockit.it/21g",3
"http://www.rockit.it/22esimoquartiere",3
"http://www.rockit.it/24life",3
"http://www.rockit.it/27gioda",3
"http://www.rockit.it/2lita",3
"http://www.rockit.it/2against1ou",3
"http://www.rockit.it/2gi",3
"http://www.rockit.it/2hez",4
"http://www.rockit.it/2in1",4
"http://www.rockit.it/2works",4
"http://www.rockit.it/3isacrowd",4
"http://www.rockit.it/34hadbeeneliminated",4
"http://www.rockit.it/3000bruchi",4
"http://www.rockit.it/363CREW",4
"http://www.rockit.it/373kelvin",4
"http://www.rockit.it/3c",4
"http://www.rockit.it/3Ears",4
"http://www.rockit.it/3eem",5
"http://www.rockit.it/3sunmachines",5
"http://www.rockit.it/4darkenthesun",5
"http://www.rockit.it/45parallelo",5
"http://www.rockit.it/4dkiller",5
"http://www.rockit.it/4EsT",5
"http://www.rockit.it/4mq",5
"http://www.rockit.it/4sicsx",5
"http://www.rockit.it/5grammi",5
"http://www.rockit.it/60frame",5
"http://www.rockit.it/70123",6
"http://www.rockit.it/70bpm",6
"http://www.rockit.it/71jpm",6
"http://www.rockit.it/74fingers",6
"http://www.rockit.it/7e40livebologna",6
"http://www.rockit.it/7grani",6
"http://www.rockit.it/7Peccati",6
"http://www.rockit.it/805266",6
"http://www.rockit.it/850special",6
"http://www.rockit.it/8sunday",6
"http://www.rockit.it/9excuses",7
"http://www.rockit.it/99posse",7
"http://www.rockit.it/99problems",7
"http://www.rockit.it/the_noobs",7
"http://www.rockit.it/tea-9",7
"http://www.rockit.it/aboyandhisblob",7
"http://www.rockit.it/acopyforcollapse",7
"http://www.rockit.it/adateinsamara",7
"http://www.rockit.it/ADayAfterHurricane",7
"http://www.rockit.it/ADayWithoutSpeaking",7
"http://www.rockit.it/AFREEMAMA",8
"http://www.rockit.it/alosssound",8
"http://www.rockit.it/AMorteLAmore",8
"http://www.rockit.it/anewdamage",8
"http://www.rockit.it/ansc",8
"http://www.rockit.it/anewstepback",8
"http://www.rockit.it/underscore",8
"http://www.rockit.it/sonictrane",8
"http://www.rockit.it/asafeshelter",8
"http://www.rockit.it/asmilefortimbuctu",8
"http://www.rockit.it/ateawithalice",9
"http://www.rockit.it/agproject",9
"http://www.rockit.it/hereb",9
"http://www.rockit.it/A.C. Rapper",9
"http://www.rockit.it/Internos",9
"http://www.rockit.it/av-antarctica",9
"http://www.rockit.it/a58srs",9
"http://www.rockit.it/a67",9
"http://www.rockit.it/aaron",9
"http://www.rockit.it/abacabmila",9
"http://www.rockit.it/abachidanylon",10
"http://www.rockit.it/abbusivi",10
"http://www.rockit.it/abidensing",10
"http://www.rockit.it/abh",10
"http://www.rockit.it/abiotics",10
"http://www.rockit.it/abovethetree",10
"http://www.rockit.it/aboxj",10
"http://www.rockit.it/absintheffect",10
"http://www.rockit.it/absinthereves",10
"http://www.rockit.it/ABSINTHIUMROCKBAND",10
"http://www.rockit.it/absolutebeginners",11
"http://www.rockit.it/abstracttoolkit",11
"http://www.rockit.it/acprodz",11
"http://www.rockit.it/Acbess",11
"http://www.rockit.it/accalappiacani",11
"http://www.rockit.it/accanitofan",11
"http://www.rockit.it/AchilleLauro",11
"http://www.rockit.it/acidcry",11
"http://www.rockit.it/acidone",11
"http://www.rockit.it/acidbit",11
"http://www.rockit.it/acidhead",12
"http://www.rockit.it/acidoblablabla",12
"http://www.rockit.it/acidortd2",12
"http://www.rockit.it/ackeejuice",12
"http://www.rockit.it/acornproject",12
"http://www.rockit.it/AcquaEP",12
"http://www.rockit.it/Acquacheta_rockit",12
"http://www.rockit.it/actofdeparture",12
"http://www.rockit.it/ActionSet",12
"http://www.rockit.it/actionmen",12
"http://www.rockit.it/acusmaticgroup",13
"http://www.rockit.it/acustronicensemble",13
"http://www.rockit.it/ADSYNTHETIKO",13
"http://www.rockit.it/adlibitum",13
"http://www.rockit.it/adamadam",13
"http://www.rockit.it/adamcarpet",13
"http://www.rockit.it/adamlwo",13
"http://www.rockit.it/additive",13
"http://www.rockit.it/Addivvi",13
"http://www.rockit.it/adrianobono",13
"http://www.rockit.it/AlessandroDiSalvo",14
"http://www.rockit.it/advenaavis",14
"http://www.rockit.it/aegocentro",14
"http://www.rockit.it/ael",14
"http://www.rockit.it/aequatorcottage",14
"http://www.rockit.it/aerodynamics",14
"http://www.rockit.it/aeroplanitaliani",14
"http://www.rockit.it/aeternamusic",14
"http://www.rockit.it/afalchi",14
"http://www.rockit.it/afonia",14
"http://www.rockit.it/nicopa72",15
"http://www.rockit.it/africaunite",15
"http://www.rockit.it/afrotribe",15
"http://www.rockit.it/aftercrash",15
"http://www.rockit.it/aftersalsa",15
"http://www.rockit.it/agamaetnofunkcorporation",15
"http://www.rockit.it/agaterollings",15
"http://www.rockit.it/AGD",15
"http://www.rockit.it/age",15
"http://www.rockit.it/ageo",15
"http://www.rockit.it/Agor",16
"http://www.rockit.it/agozeno",16
"http://www.rockit.it/agricantus",16
"http://www.rockit.it/agrikolapius",16
"http://www.rockit.it/aguacalientes",16
"http://www.rockit.it/Aharon",16
"http://www.rockit.it/ailatiditalia",16
"http://www.rockit.it/airoinsidia",16
"http://www.rockit.it/aistesis",16
"http://www.rockit.it/ait",16
"http://www.rockit.it/akkura",17
"http://www.rockit.it/akoros",17
"http://www.rockit.it/akroama",17
"http://www.rockit.it/lutere",17
"http://www.rockit.it/akuofficial",17
"http://www.rockit.it/alcaruso",17
"http://www.rockit.it/almukawama",17
"http://www.rockit.it/alaaarsheed",17
"http://www.rockit.it/alainnkossikonda",17
"http://www.rockit.it/albemeccaniche",17
"http://www.rockit.it/albertone",18
"http://www.rockit.it/albertino",18
"http://www.rockit.it/albertocamerini",18
"http://www.rockit.it/ElectricCoolTour",18
"http://www.rockit.it/turra-turbogolfer",18
"http://www.rockit.it/albertostyloo",18
"http://www.rockit.it/alborosie",18
"http://www.rockit.it/amaesorrdi",18
"http://www.rockit.it/albygrassigli",18
"http://www.rockit.it/alcarez",18
"http://www.rockit.it/alchemicalxp",19
"http://www.rockit.it/alchera",19
"http://www.rockit.it/alchimiaportuale",19
"http://www.rockit.it/alchimie",19
"http://www.rockit.it/alchimiemediterranee",19
"http://www.rockit.it/alchimix",19
"http://www.rockit.it/aldo.di.zenobio",19
"http://www.rockit.it/AleAeuterpe",19
"http://www.rockit.it/alea",19
"http://www.rockit.it/alekhidelll",19
"http://www.rockit.it/aleko",20
"http://www.rockit.it/alessandroalessandroni",20
"http://www.rockit.it/alessandrobarbanera",20
"http://www.rockit.it/scirea1982",20
"http://www.rockit.it/alessandroc",20
"http://www.rockit.it/alessandrocicioni",20
"http://www.rockit.it/kaghiti",20
"http://www.rockit.it/alessandrolongo",20
"http://www.rockit.it/alessandropierini",20
"http://www.rockit.it/Fey",20
"http://www.rockit.it/alessandrorizzo",21
"http://www.rockit.it/alessiadandrea",21
"http://www.rockit.it/alessiobeltrami",21
"http://www.rockit.it/alessiobertallot",21
"http://www.rockit.it/alessiobondi",21
"http://www.rockit.it/koras",21
"http://www.rockit.it/alessiozappala",21
"http://www.rockit.it/alexcarpani",21
"http://www.rockit.it/shineonfire",21
"http://www.rockit.it/alexnocera",21
"http://www.rockit.it/alexanderrobotnick",22
"http://www.rockit.it/alexbiondo",22
"http://www.rockit.it/alexia",22
"http://www.rockit.it/alexira",22
"http://www.rockit.it/alexstar",22
"http://www.rockit.it/alFaNeU",22
"http://www.rockit.it/senzavolto",22
"http://www.rockit.it/follimisticirap",22
"http://www.rockit.it/alfredoreyorchestra",22
"http://www.rockit.it/alias",22
"http://www.rockit.it/alibialtrove",23
"http://www.rockit.it/alice",23
"http://www.rockit.it/aliceinwire",23
"http://www.rockit.it/alidea",23
"http://www.rockit.it/alienarmy",23
"http://www.rockit.it/alienazione",23
"http://www.rockit.it/00nowhere",23
"http://www.rockit.it/alienodivetro",23
"http://www.rockit.it/aliensinroma",23
"http://www.rockit.it/aliseha",23
"http://www.rockit.it/alitotetro",24
"http://www.rockit.it/amhcc",24
"http://www.rockit.it/Allsensations",24
"http://www.rockit.it/allegralusini",24
"http://www.rockit.it/allpotfutsch",24
"http://www.rockit.it/balnibarbi",24
"http://www.rockit.it/almamegretta",24
"http://www.rockit.it/almanacer",24
"http://www.rockit.it/almavenus",24
"http://www.rockit.it/almostbluesband",24
"http://www.rockit.it/almost3",25
"http://www.rockit.it/alogici",25
"http://www.rockit.it/alone0",25
"http://www.rockit.it/alsoband",25
"http://www.rockit.it/alsohide",25
"http://www.rockit.it/alteregotorino",25
"http://www.rockit.it/alteregoumbria",25
"http://www.rockit.it/alteregofasano",25
"http://www.rockit.it/altersun",25
"http://www.rockit.it/altiebassiband",25
"http://www.rockit.it/altreredsounds",26
"http://www.rockit.it/altroquando",26
"http://www.rockit.it/alunnidelsole",26
"http://www.rockit.it/AFM",26
"http://www.rockit.it/amalgamroots",26
"http://www.rockit.it/amaliagre",26
"http://www.rockit.it/amandamabet",26
"http://www.rockit.it/amanitalab",26
"http://www.rockit.it/amanitamuscaria",26
"http://www.rockit.it/amanitaphalloides",26
"http://www.rockit.it/amarcordband",27
"http://www.rockit.it/amari",27
"http://www.rockit.it/ambassadeurs",27
"http://www.rockit.it/7chords",27
"http://www.rockit.it/ameba",27
"http://www.rockit.it/amen",27
"http://www.rockit.it/Amepantin",27
"http://www.rockit.it/ametatema",27
"http://www.rockit.it/venanzio",27
"http://www.rockit.it/ammoniaka",27
"http://www.rockit.it/lorenzoamnesia",28
"http://www.rockit.it/AMNESIAMC",28
"http://www.rockit.it/amon",28
"http://www.rockit.it/Amorth777",28
"http://www.rockit.it/amplessikomplessi",28
"http://www.rockit.it/amxstudio",28
"http://www.rockit.it/amycanbe",28
"http://www.rockit.it/anharbor",28
"http://www.rockit.it/Anagogia",28
"http://www.rockit.it/anansi",28
"http://www.rockit.it/anarcord",29
"http://www.rockit.it/anarcotrafficanti",29
"http://www.rockit.it/anchegliandroidisanguinano",29
"http://www.rockit.it/dallevamento",29
"http://www.rockit.it/ancibug",29
"http://www.rockit.it/andreabarone",29
"http://www.rockit.it/andreabellinalive",29
"http://www.rockit.it/andreacallegaro",29
"http://www.rockit.it/andreacattafi",29
"http://www.rockit.it/andreaceleste",29
"http://www.rockit.it/andrea-cotumaccio",30
"http://www.rockit.it/andreadellamore",30
"http://www.rockit.it/andreafailli",30
"http://www.rockit.it/andreafebo",30
"http://www.rockit.it/AndreaGregori",30
"http://www.rockit.it/andreainnesto",30
"http://www.rockit.it/andrealiuzza",30
"http://www.rockit.it/andreamorph",30
"http://www.rockit.it/AndreaNardinocchi",30
"http://www.rockit.it/Andreazzurra",30
"http://www.rockit.it/andrius",31
"http://www.rockit.it/andybluvertigo",31
"http://www.rockit.it/AndyFound",31
"http://www.rockit.it/andymittoo",31
"http://www.rockit.it/andregroovers",31
"http://www.rockit.it/andymittoothegroovemakers",31
"http://www.rockit.it/AndyRocchi",31
"http://www.rockit.it/andyrubbio",31
"http://www.rockit.it/andytheblack",31
"http://www.rockit.it/andypop",31
"http://www.rockit.it/angelaesmeraldasebastianolillo",32
"http://www.rockit.it/angeloegliapostoli",32
"http://www.rockit.it/angeloelle",32
"http://www.rockit.it/angelosicurella",32
"http://www.rockit.it/animasolare",32
"http://www.rockit.it/animanara",32
"http://www.rockit.it/annbeeproject",32
"http://www.rockit.it/anniemerckx",32
"http://www.rockit.it/annozero",32
"http://www.rockit.it/anselmodandrea",32
"http://www.rockit.it/answer42",33
"http://www.rockit.it/antagonisti",33
"http://www.rockit.it/antartica",33
"http://www.rockit.it/AnthonyAdmired",33
"http://www.rockit.it/antiantidadelinea77",33
"http://www.rockit.it/antidiva",33
"http://www.rockit.it/antinizka",33
"http://www.rockit.it/antiphone",33
"http://www.rockit.it/antiplastic",33
"http://www.rockit.it/antistamina",33
"http://www.rockit.it/antiteq",34
"http://www.rockit.it/AntoPaga",34
