"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"
749	"Ameba"	"http://www.rockit.it/ameba"	"Band, Lombardia"	"0"	"Rock, Metal, Industrial, Drum & Bass "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/news/fata-si-aggiudicano-spazio-giovani-2006"",""/news/spazio-giovani-2006-gruppi-selezionati"",""/news/voci-liberta-programma-definitivo"",""/user/am222681b""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""Extrtemely rare"",""date"":"" 2000 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/3066.jpg"",""link"":""http://www.rockit.it/ameba/album/extrtemely-rare/3066""}]"
750	"Amedeo"	"http://www.rockit.it/amdeoamedeo"	"Band, Belluno, Veneto"	"1"	"Rock, Pop, Indie "	"url(/thumb700x250/foto/27201.jpg)"	"[""/user/amdeoamedeo""]"	"\n<div class=""content-rece""></div>\n"	"[]"
751	"Amedeo"	"http://www.rockit.it/amedeoamedeo"	"Band, Veneto"	"0"	"Rock, Pop, Indie "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
752	"Amedeo Perrotta"	"http://www.rockit.it/amedeoperrotta"	"Band, Caserta, Campania"	"0"	"Pop rock, Indie "	"url(/thumb700x250/foto/113817.jpg)"	"[""/user/ame93_""]"	"\n<div class=""content-rece""><p>Giovane cantautore , produttore italiano indipendente,</p> <p>Amedeo Perrotta , nasce a Napoli nel 1993. Primo di due figli, manifesta fin da subito una predisposizione verso il ritmo e la melodia. Ai comuni giocattoli, Amedeo preferisce le percussioni ammassando pentole, piatti e bicchieri, affascinato dai suoni che essi producono costringendo i suoi genitori, all&#x2019;et&#xE0; di un anno, all&#x2019;acquisto di una piccola batteria acustica, tuttora custodita gelosamente, per evitare la distruzione dell&#x2019;intero corredo. Le prime parole di Amedeo sono state in realt&#xE0; accenni di melodie di canzoni ascoltate dai genitori alla radio e, crescendo, ha consolidato autonomamente l&#x2019;emissione del suono vocale, intrattenendo amici e parenti con le sue esibizioni e conquistando sempre pi&#xF9; confidenza con il microfono e la scena.<br>\n<br>\nAll&#x2019;et&#xE0; di 12 anni intraprende gli studi di canto moderno che ben presto portano artisticamente Amedeo fuori dal paesino in cui vive in provincia di Caserta, ottenendo, con la presentazione di un inedito, il primo posto in un concorso internazionale tenutosi a Milano nel 2007. Ben presto, comincia a comporre al pianoforte le prime canzoni e a realizzare da solo i primi arrangiamenti avvicinandosi al mondo dell&#x2019;audio e dell&#x2019;autoproduzione. Ma il bisogno di evadere e di continuare a vivere per la musica porta il giovane, appena maggiorenne, a trasferirsi a Roma dove intraprende un nuovo percorso artistico. Ha collaborato in qualit&#xE0; di corista con la trasmissione Amici di Maria De Filippi, realizza arrangiamenti e colonne sonore per film e cortometraggi. Attualmente &#xE8; a lavoro per realizzare il suo nuovo album di inediti collaborando con grandi nomi della musica italiana. <br>\nSVANIRE , il primo singolo di Amedeo Perrotta  &#xE8; in uscita il 2 ottobre in tutti i digital store.</p></div>\n"	"[]"
753	"Amegana"	"http://www.rockit.it/amegana"	"Band, Sicilia"	"0"	"Pop, Indie, Pop rock "	"url(/thumb700x250/foto/87671.jpg)"	"[""/recensione/25311/amegana-amegana"",""/user/Amegana""]"	"\n<div class=""content-rece""><p>AMEGANA<br>\nBiografia<br>\nEmanuele Minutella (vocalist, polistrumentista e autore di tutte le canzoni degli Amegana), Claudio<br>\nIandolino (basso, tastiere), Marco Papale (chitarra), Daniel Bellina (batteria).<br>\n<br>\nGli Amegana sono una delle band pi&#xF9; seguite e apprezzate della scena rock siciliana. Partiti nel<br>\n2004 in et&#xE0; giovanissima come coverband di grandi successi pop-rock internazionali, col nome<br>\n&#x201C;King&apos;s Men&#x201D; (in omaggio a William Shakespeare), hanno collezionato numerosi risultati. Nel<br>\ncontesto locale hanno tenuto centinaia di concerti nei pi&#xF9; prestigiosi club, teatri e piazze siciliane,<br>\nvinto premi per band emergenti (Dal Classico al Rock 2008, Terrasini, PA; Rock 10 e lode 2008,<br>\nPalermo; Trofeo I-Live, Palermo, 2013; Notte bianca di Caltavuturo, 2007; e altri ancora...), mentre<br>\na livello nazionale sono apparsi su Radio Rai 1, hanno conquistato il prestigioso &#x201C;Premio della<br>\ncritica&#x201D; al Pop Rock Contest 2007, in Friuli-Venezia-Giulia e preso parte a importanti rassegne<br>\nmusicali, in cartellone con alcuni big della musica italiana, come Niccol&#xF2; Fabi, Arisa, Roy Paci,<br>\nErica Mou, Sergio Caputo, Luca Barbarossa, Tinturia. Nel 2013, mutato il nome in &#x201C;Amegana&#x201D; (che<br>\nsignifica, non a caso &#x201C;tuffarsi&#x201D; in lingua hindi) la band si &#x201C;tuffa&#x201D; nel mondo della musica d&apos;autore<br>\ncon un disco omonimo di canzoni originali in italiano, autoprodotto e indipendente, distribuito a<br>\npartire dal Febbraio 2014 su cd e in oltre 300 digital stores e app stores per cellulari internazionali.<br>\nTra le loro principali influenze le band di riferimento dell&apos;attuale scena british contaminata di<br>\nelettronica (Coldplay, Muse, One Republic, The Script, Kasabian), il progressive rock di Pink Floyd<br>\ne Genesis, la new-wave di David Bowie, il synth pop di Depeche Mode ed Eurythmics, le colonne<br>\nsonore di Vangelis, il pop sinfonico di Alan Parsons Project, il trip-pop di Massive Attack e<br>\nHooverphonics, il cantautorato italiano di Battiato, De Gregori, Fabi, Gazz&#xE9;.<br>\nLa band palermitana &#xE9; affiancata dal produttore artistico e co-produttore esecutivo Riccardo<br>\nPiparo, storico DJ nisseno d&apos;origine, palermitano d&apos;adozione e membro dei Ti.Pi.Cal., gruppo di<br>\nfama internazionale, pi&#xF9; volte numeri uno nelle classifiche U.S.A., che ha curato la contaminazione<br>\ndel loro sound allo stesso modo dei Nero, per i Muse, di Timbaland, per i One Republic o Chris<br>\nCornell, di Dan The Automator, per i Kasabian, o ancora Brian Eno, per i Coldplay, e Nigel<br>\nGodrich, per i Radiohead.<br>\nI testi intercettano i sentimenti dei giovani del nuovo millennio, fra energia e disillusione, con<br>\nl&apos;amore perduto (Lieve) e quello ritrovato (Come mi prendi), il sesso (L&apos;amore che), il riscatto<br>\n(Delira), il futuro (Cosa voglio), la speranza (L&apos;ultimo spettacolo), la passione (In un&apos;altra et&#xE0;), il<br>\nricordo (Strenne in polvere).</p></div>\n"	"[{""name"":""Amegana"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/25311.jpg"",""link"":""http://www.rockit.it/amegana/album/amegana/25311""}]"
754	"Amélie"	"http://www.rockit.it/amelie"	"Band, Emilia Romagna"	"2"	"Pop, Alternativo, Acustico "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/5531/amelie-the-trabant-ep"",""/user/amelie""]"	"\n<div class=""content-rece""><p>Un gioco a sorprendere, ecco come definire il progetto Am&#xE9;lie. Non la sterile ricerca di un suono che sia per forza altro, o diverso, bens&#xEC; l&apos;impegno a un percorso pi&#xF9; serio, che tiene conto delle esperienze passate collegate a nuove ricerche, che sa di non voler sprofondare nella comoda culla della canzone orecchiabile, e che evolve verso ballate elettro - acustiche che hanno riguardo sia per il cuore che per il cervello. Gli Am&#xE9;lie nascono da una serata passata a suonare e bere nel novembre 2005, tra Valerio chitarrista ora votato al piano e Stefano chitarrista con la passione per il cant&#x2026;</p></div>\n"	"[{""name"":""Be Low ep"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/amelie/album/be-low-ep/7208""},{""name"":""The Trabant EP"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/nopic/nocd.jpg"",""link"":""http://www.rockit.it/amelie/album/the-trabant-ep/5531""}]"
755	"Amelie Tritesse"	"http://www.rockit.it/amelietritesse"	"Band, Teramo, Abruzzo"	"2"	"Rock, Indie, Alternativo "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/22347/amelie-tritesse-7-split-tre-tigri-contro-amelie-tritesse"",""/news/smista-cd-ritornano-ascolti-rapidi-redazione"",""/recensione/16342/amelie-tritesse-cazzo-ne-sapete-voi-del-rock-and-roll"",""/user/manwell""]"	"\n<div class=""content-rece""><p>Rock and Read (Teramo)</p> <p>N&#xE9; mondi fantastici, n&#xE9; donnine col nasino all&apos;ins&#xF9;, Amelie Tritesse &#xE8; un progetto fatto di parole e suoni, voci e strumenti, letture e canzoni, Abruzzo e cassette. Un read&apos;n&apos;rocking in presa diretta, imbevuto di folktronica da cameretta e scritto su pellicola in Super 8. Un ciclico gioco di sottrazione che si posa sulle canzoni sgualcite di Paolo Marini, i suoni elettronici di Giustino Di Gregorio e il battere sensibile di Stefano Di Gregorio, per poi entrare in tackle scivolato sulle caviglie delle storie di Manuel Graziani. I testi recitati in italiano e le canzoni in inglese sono avvolti da un tappeto sonoro che incontra idealmente Elliott Smith e Massimo Volume, Notwist e Offlaga Disco Pax. Il cd-libro d&apos;esordio, Cazzo ne sapete voi del Rock and Roll (Interno 4 Records/NdA, distro Goodfellas), &#xE8; composto da 10 tracce audio che narrano storie &quot;minime&quot; eppure di grande respiro anche se viste e raccontate da Teramo, cittadina della cosiddetta &quot;provincia&quot;. Ad accompagnare il cd un libro di 64 pagine con i testi/racconti brevi e un racconto lungo di Manuel Graziani, illustrati da Fabrizio &quot;Pluc&quot; Di Nicola. Manuel Graziani (voce narrante, batteria &amp; basso): scribacchino perimetrale, ha pubblicato la raccolta di racconti I due pusher (Demian, 1997), la biografia Giuseppe Caporale (IZSA&amp;M, 2005), il romanzo breve La mia banda suona il (punk)rock (Coniglio, 2007) e alcuni racconti su riviste, antologie e cataloghi. Da circa un decennio scrive di garage&#x2019;n&#x2019;roll e di libri scostumati su &#x201C;Rumore&#x201D;. Giustino Di Gregorio (suoni elettronici &amp; arrangiamenti): nei primi anni &#x2018;90 &#xE8; stato un pioniere della scena del taglia e cuci all&#x2019;italiana, un&#x2019;attivit&#xE0; che gli &#xE8; valsa la considerazione di un genio del rumorismo mondiale come John Zorn che con la Tzadik Records ha prodotto il suo omonimo debutto del 1999. Gli anni zero li ha dedicati ad Iver and the drIver, progetto benedetto pi&#xF9; volte da Radio RaiTre nei programmi &#x201C;Farenheit 451&#x201D; e il &#x201C;Terzo Anello&#x201D;. Paolo Marini (voce cantante, chitarre &amp; basso): nei &#x2018;90 &#xE8; passato attraverso diverse esperienze musicali come il cantare e suonare il basso negli Orange Indie Crowd (Choke your-gas-M, Vurt Records, 1998). Assieme a Giustino Di Gregorio ha dato vita al progetto Iver and the drIver (Samples and oranges, Ghost Records, 2006) e recentemente al progetto delaWater. Stefano Di Gregorio (batteria, percussioni friendly &amp; basso): negli ultimi 10 anni ha suonato e/o continua a suonare con Condominio Abracadabar (intimo rock), Pantofon Gare (alternative-electro-trippost rock), Gaetano e Gaetano (two men band), Pretusa Mens (rock italiano), Iver and the drIver (electro-acoustic indie) e delaWater.</p></div>\n"	"[{""name"":""7\" split - Tre Tigri Contro Amelie Tritesse"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22347.jpg"",""link"":""http://www.rockit.it/amelietritesse/album/7-split-tre-tigri-contro-amelie-tritesse/22347""},{""name"":""Cazzo ne sapete voi del Rock And Roll"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/16342.jpg"",""link"":""http://www.rockit.it/amelietritesse/album/cazzo-ne-sapete-voi-del-rock-and-roll/16342""}]"
756	"AMEN!"	"http://www.rockit.it/amen"	"Band, Arezzo, Toscana"	"0"	"Pop, Indie, Elettronico "	"url(/thumb700x250/foto/105992.jpg)"	"[""/user/Amenband1""]"	"\n<div class=""content-rece""><p>Siamo figli di ore passate inginocchiati a estirpare fino all&apos;ultimo peccato. Preparate le vostre anime, siamo gli AMEN! Pregate per noi.</p> <p>Gli AMEN! sono i condottieri involontari di tutte le battaglie interiori che siamo abituati a combattere nella<br>\nnostra quotidianit&#xE0;. Sono i candidati sindaci del paesino di campagna di poche anime dove tutto ruota<br>\nattorno al palo della cuccagna, dove tutto &#xE8; pi&#xF9; lento ma vive di un&apos;intensit&#xE0; che solo le foto in bianco e nero<br>\ncon protagonisti i nostri nonni sanno avere. Ed &#xE8; proprio l&#xEC; che li potremo trovare, nei bar dello sport, tra un bicchiere di vino ed una partita a stecca, nelle strade in salita di paese ad arrancare con lo sguardo rivolto<br>\nverso il panorama collinare baciato dal sole. Nelle piazze, armati di sentimenti generazionali, paladini di<br>\ncause troppo grosse da maneggiare.<br>\nGli AMEN! fanno musica dinamica, hanno il Pop nel sangue e producono liriche sofferte (come i migliori<br>\ncantautori) ma immediate (consuetudine del rap), influenzate da tutto ci&#xF2; che di buono il nuovo millennio ha<br>\nloro regalato.<br>\nIl loro esordio &#xE8; marchiato Costello&apos;s Records.</p></div>\n"	"[{""name"":""Le Rivoluzioni (feat. Pagliaccio)"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/29256.jpg"",""link"":""http://www.rockit.it/amen/album/le-rivoluzioni-feat-pagliaccio/29256""},{""name"":""Preghierine"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/30306.jpg"",""link"":""http://www.rockit.it/amen/album/preghierine/30306""}]"
757	"American Splendor"	"http://www.rockit.it/americansplendor"	"Band, Torino, Piemonte"	"0"	"Post-Rock, Shoegaze, Ambient "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/26180/american-splendor-crash"",""/user/americansplendor""]"	"\n<div class=""content-rece""><p>American Splendor &#xE8; un organico modulare che lavora sull&apos;interazione tra la musica e le altre arti.</p> <p>E&apos; un progetto ideato e guidato da Maria Teresa Soldani, filmmaker, compositrice e musicista. E&#x300; un organico composto da diversi musicisti (chitarre, fiati, pianoforte, sintetizzatori, voci) che lavora sull&#x2019;interazione tra la musica e le altre arti.<br>\nNel passato ha sonorizzato opere d&#x2019;arte (&quot;Asporto&quot; di Rocco D&#x2019;Emilio), musicato live painting (con Redville ad Artintown, Torino) e reading (&quot;Compagni di banco&quot; di Giusi Marchetta e Christian Frascella a Roland Macchine e Animali, Milano). <br>\nNel presente ci sono &quot;Sotterraneo&quot; e &quot;Crash&quot;: uno spettacolo di live painting and music liberamente ispirato al romanzo &quot;Underworld&quot; di Don DeLillo e un concept album realizzato tra Torino e Austin in Texas, cui hanno partecipato Ramon Moro (3quietmen), Michele Sarda e Enrico Viarengo (New Adventures in Lo-Fi), Simone Stefanini (Verily So, Small Giant). &quot;Crash&quot; e&#x300; uscito il 17 aprile per C-Frames Production e Goat Man Records.</p></div>\n"	"[{""name"":""Crash"",""date"":"" 2014 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/26180.jpg"",""link"":""http://www.rockit.it/americansplendor/album/crash/26180""}]"
758	"Amerigo Verardi e Marco Ancona"	"http://www.rockit.it/VerardiAncona"	"Band, Puglia"	"4"	"Cantautore, Rock, Acustico "	"url(/thumb700x250/foto/56365.jpg)"	"[""/intervista/welcome-back-to-eighties-colours-intervista-roberto-calabro"",""/news/tutta-roba-pugliese-dal-3-luglio-download-gratuito-rockit-compilation-dedicata-musica-pugliese"",""/recensione/18437/amerigo-verardi-e-marco-ancona-il-diavolo-sta-nei-dettagli"",""/user/AmerigoVerardieMarcoAncona""]"	"\n<div class=""content-rece""><p>Duo composto dal cantante/chitarrista dei Fonokit Marco Ancona e dal cantautore Amerigo Verardi</p> <p>Dopo una prima collaborazione risalente al 2003/04 che vede Marco Ancona e Amerigo Verardi in tour insieme nel progetto denominato Lotus con l&#x2019;album &#x201C;Nessuno &#xE8; Innocente&#x201D; (Mescal/Sony), nel 2008 i due si riuniscono in studio per una nuova avventura. Subito dopo il loro primo concerto realizzano il singolo intitolato &quot;Mano nella mano&quot; che viene incluso nell&apos;album/compilation degli Afterhours &#x201C;Il paese &#xE8; reale&#x201D; (2009) e di seguito iniziano un lungo tour italiano, grazie al quale il progetto Verardi-Ancona riscuote notevoli consensi. Nella stessa estate prendono parte come opening-act ad alcune tappe del tour degli Afterhours &quot;Voglio far qualcosa che serva 2009&quot;. Durante il tour, Manuel Agnelli e la sua band apprezzano particolarmente &#x201C;Mano nella mano&#x201D; tanto da decidere di inserirla nei loro live-set facendone una propria versione che eseguono assieme al duo. Il 26 ottobre ripartono per una nuova serie di concerti per promuovere il loro primo album autoprodotto &quot;Bootleg &#x2013; Oliando la macchina live tour 2009&quot;. L&apos;album costituisce una sorta di souvenir del lungo tour d&apos;esordio: si tratta di un estratto unico tratto da una loro esibizione di agosto che vede la partecipazione di Gianluca De Rubertis de Il Genio ai sintetizzatori. Il 30 gennaio 2010 Amerigo Verardi e Marco Ancona concludono il loro tour iniziato l&apos;anno precedente e cominciano il lavoro di produzione per quello che sar&#xE0; il loro primo album di studio. Nel mese di Marzo con XL di Repubblica viene distribuito il dvd &quot;Il paese &#xE8; reale - Live &amp; backstage&quot; che documenta la loro prima esibizione con gli Afterhours tenutasi l&apos;8 Aprile 2009 negli studi televisivi di Radio Italia ed in estate ripartono per una serie di concerti che li porter&#xE0; nuovamente in giro sino all&apos;inverno. Nel frattempo l&apos;album &quot;Bootleg &#x2013; Oliando la macchina live tour 2009&quot; si aggiudica il P.I.M.I. 2010 come miglior autoproduzione dell&apos;anno e nel gennaio del 2011 il loro brano &quot;Un&apos;onda non frena&quot; entra nella classifica &quot;Indie Top 50 - 2010&quot; indetta da Meiweb posizionandosi al quarto posto. Il diavolo sta nei dettagli &#xE8; il primo album in studio del duo in uscita per Lobello Records e distribuito da Goodfellas. Il titolo dell&apos;album, a met&#xE0; strada tra il profondo e l&#x2019;ironico, ben rispecchia le infinite sfaccettature della poetica generale espressa nei testi e nelle musiche di ogni singolo brano. Musicalmente spiazzante perch&#xE9; riesce a comunicare &#x2013; con dei suoni per met&#xE0; acustici e per met&#xE0; sintetici - un clima di estremo calore e al contempo di estrema freddezza. Le due voci (quasi sempre all&#x2019;unisono) e i testi danno gi&#xE0; da soli il senso della personalit&#xE0; dell&#x2019;intero lavoro. Il disco, registrato presso &#x201C;La Stanza Bianca&#x201D; di Lecce con la post produzione e il mastering curati da Stefano Manca presso il Sudest Studio di Guagnano (Le), ospita Gianluca De Rubertis de Il Genio (rhodes, bassynth), Paolo Provenzano (batteria elettronica), Nicoletta Nardi (cori) e Vincenzo Assante (voce narrante in &#x201C;Contatto&#x201D;). Il diavolo sta nei dettagli &#xE8; promosso con il sostegno di Puglia Sounds &#x2013; P.O. FESR Puglia 2007-2013 Asse IV.</p></div>\n"	"[{""name"":""Il diavolo sta nei dettagli"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/18437.jpg"",""link"":""http://www.rockit.it/VerardiAncona/album/il-diavolo-sta-nei-dettagli/18437""},{""name"":""Welcome back to the Eighties Colours"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22154.jpg"",""link"":""http://www.rockit.it/compilation/welcome-back-to-the-eighties-colours/22154""},{""name"":""Tutta Roba Pugliese Vol. 1"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/19862.jpg"",""link"":""http://www.rockit.it/compilation/tutta-roba-pugliese-vol-1/19862""}]"
