"id"	"name"	"url"	"info"	"likes"	"genre"	"img"	"administrators"	"bio"	"albums"
1083	"Araknophobya"	"http://www.rockit.it/araknophobya"	"Band, Emilia Romagna"	"0"	"Strumentale, Rock "	"url(/thumb700x250/foto/1219.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
1084	"Arancioni Meccanici"	"http://www.rockit.it/arancionimeccanici"	"Band, Milano, Lombardia"	"4"	"Rock'n'roll, Psichedelico, New-Wave "	"url(/thumb700x250/foto/75244.jpg)"	"[""/recensione/22441/arancioni-meccanici-nero"",""/news/mojomatics-domani-casa-139-milano"",""/recensione/12790/arancioni-meccanici-arancioni-meccanici"",""/user/junko"",""/user/arancionimeccanici""]"	"\n<div class=""content-rece""><p>Gli Arancioni Meccanici nel 2010 pubblicano il loro primo album. E&apos; il 2013, esce il loro secondo lavoro, &quot;Nero&quot;.</p></div>\n"	"[{""name"":""Nero"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22441.jpg"",""link"":""http://www.rockit.it/arancionimeccanici/album/nero/22441""},{""name"":""Arancioni Meccanici"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/12790.jpg"",""link"":""http://www.rockit.it/arancionimeccanici/album/arancioni-meccanici/12790""}]"
1085	"Arau - RabdoAmanti"	"http://www.rockit.it/arau"	"Band, bologna (BO), Emilia Romagna"	"0"	"Cantautore, Indie, Acustico "	"url(/thumb700x250/foto/75427.jpg)"	"[""/recensione/22510/arau-rabdoamanti-rabdoamanti"",""/user/Arau""]"	"\n<div class=""content-rece""><p>La parola Arau in lingua sarda indica l&#x2019;atto della coltivazione, un&#x2019;azione, ci&#xF2; che si &#xE8; coltivato.</p> <p>ARAU &#xE8; un progetto cantautorale italiano che si cela sotto il nome di<br>\nAntonello Cogoni, nato a Cagliari nel 1975.<br>\nLa parola Arau in lingua sarda indica l&#x2019;atto della coltivazione, un&#x2019;azione, ci&#xF2; che si &#xE8; coltivato.<br>\n&#x201C;Credo,<br>\nche in ognuno di noi si celi dentro una predisposizione per qualcosa ,di qualsiasi tipo, inespressa spesso,<br>\nassopita a volte, sino al momento del risveglio.<br>\nQuella predisposizione sin da piccolo &#xE8; stata per me la Musica, per spiegarmi meglio,<br>\nla facilit&#xE0; all&#x2019;ascolto di note nell&#x2019;aria e alla trasformazione di ci&#xF2; sugli strumenti musicali.<br>\nOvviamente essa, per quanto assopita o inespressa nell&#x2019;arco della mia vita, si &#xE8; manifestata<br>\nnel suo massimo splendore nel preciso momento in cui vidi manifestarsi dinnanzi a me un baratro senza fine.<br>\nCose che capitano,<br>\ncose che infiammano dentro,<br>\nseconde occasioni.<br>\nCos&#xEC; fu per me&#x201D;.<br>\nDopo distratti anni di studi universitari, alla fine dei suoi 24 anni la partenza dalla sua Sardegna e l&#x2019;approdo nel &#x201C;continente&#x201D; in una citt&#xE0; dai grossi stimoli artistici come Bologna, dove la comunicazione musicale trova massimo sfogo grazie anche al passaggio in alcune band locali, per poi intraprendere la carriera solista, con un progetto dal nome TiONI, che lo porta dal 2006 ad oggi a vincere diversi premi in tutta italia con Mogol(festival della canzone di mirano), diego basso, sino ad Anna graziani,goran kuzminac (sing your song), vincitore del BolognaMusicFestival 2007+premio come artista pi&#xF9; originale del 2007, 2&#xB0; posto sezione strumentisti festival delle arti 2010 di Andrea Mingardi...<br>\n<br>\nOggi presenta il suo album di esordio &#x201C;RabdoAmanti&#x201D;, un titolo che gioca con le parole per descrivere malinconicamente la decadenza e la vulnerabilit&#xE0; dell&#x2019;animo umano, la ricerca di se stessi e del mondo che sogniamo da sempre di vivere.<br>\nil progetto grafico artisticamente ideato da lui stesso, denota un mondo fantastico e metaforico ricco di spunti e idee creative mai banali.<br>\n<br>\nArau musicalmente abbraccia pi&#xF9; generi tra l&#x2019;Indie-rock/pop e strumentale, cantando e suonando le sue chitarre acustiche come un percussionista, con tecniche di percussion body, richiami in air-tapping (Kaki King, kelly Rudick) sulla chitarra e chitarre slide da ginocchia weissenborn (John Butler Trio, Andrew Winton, Ben Harper) che valorizzano il live con un impatto visivo emozionante.<br>\nLe canzoni e i testi, descrivono una attenta visione delle cose e dell&#x2019;animo umano, mai banale nei temi e nelle situazioni riguardanti la vita grazie alla sua vera musa ispiratrice Cristina Don&#xE0;. Il risultato che ne consegue &#xE8; una precisa identit&#xE0; musicale che segue un proprio percorso artistico cantautorale nel panorama musicale italiano senza cedere a compromessi e inganni, credendo che in questa sincerit&#xE0; si celi l&#x2019;unico mezzo, l&#x2019;unico nastro trasportatore che veicoli l&#x2019;ascoltatore attraverso un fantastico mondo di canzoni.</p></div>\n"	"[{""name"":""RabdoAmanti"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/22510.jpg"",""link"":""http://www.rockit.it/arau/album/rabdoamanti/22510""}]"
1086	"Arbe Garbe"	"http://www.rockit.it/arbegarbe"	"Band, Udine, Friuli Venezia Giulia"	"5"	"Punk, Noise, Folk "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/15085/arbe-garbe-arbeit-garbeit"",""/recensione/13296/arbe-garbe-the-great-prova"",""/recensione/9088/arbe-garbe-bek"",""/user/arbegarbe""]"	"\n<div class=""content-rece""><p>Gli Arbe Garbe sono un gruppo musicale che sperimenta la tradizione popolare con sonorit&#xE0; punk, free jazz, noise. Attivi da quindici anni, macinano stili diversi e diverse lingue , passando dall&#x2019; italiano allo spagnolo, ad altre lingue minori di fascino arcaico. Si sono confrontati con musicisti di diversa estrazione, come il cantautore americano Eugene Chadbourne, con cui nel 2010 hanno registrato il disco &#x201C;The Great Prova&#x201D; accolto con ottime recensioni dalla stampa musicale nazionale. Le collaborazioni riguardano i pi&#xF9; disparati ambiti artistici, come quelle coi fumettisti Davide Toffolo e Aleksandar Zograf, o con la poetessa Mariangela Gualtieri, e caratterizzano lo stile contaminato del gruppo la cui caratteristica &#xE8; quella di avere uno spettacolo live di fortissimo impatto sonoro e visivo. Nel 2006 sono tra gli 11 finalisti del Liet International la kermesse europea pi&#xF9; importante di gruppi rappresentanti delle lingue minoritarie, e col loro video Puar Beppin hanno ottenuto il primo premio alla Mostre dal Cine Furlan e all&#x2019;Anteprima Zone del Trieste Film Festival. Hanno al loro attivo diverse programmazioni radiofoniche: Battiti, Farenheit (Radio 3 Rai), Demo (Radio 1 Rai), Caterpillar, Fuori Giri (Radio 2 Rai), Radio Capodistria, Radio Popolare, Radio Onda d&#x2019;Urto, Radio Bocconi, Radio Sherwood e alcune apparizioni televisive (RAI 2: Follie Rotolanti e Nu Roads, RAI 3: La Storia Siamo Noi) ed altri passaggi televisivi e radiofonici su varie radio ed emittenti regionali e nazionali. Hanno all&#x2019;attivo almeno 500 concerti in Italia, Austria, Germania, Svizzera, Spagna, Svezia, Slovenia, Croazia, Bosnia, Serbia, Austrialia, Argentina, Uruguay&#x2026;</p></div>\n"	"[{""name"":""Complete Communion"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/23715.jpg"",""link"":""http://www.rockit.it/arbegarbe/album/complete-communion/23715""},{""name"":""Arbeit Garbeit!"",""date"":"" 2011 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/15085.jpg"",""link"":""http://www.rockit.it/arbegarbe/album/arbeit-garbeit/15085""},{""name"":""The great prova"",""date"":"" 2010 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/13296.jpg"",""link"":""http://www.rockit.it/arbegarbe/album/the-great-prova/13296""},{""name"":""Bek"",""date"":"" 2008 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/9088.jpg"",""link"":""http://www.rockit.it/arbegarbe/album/bek/9088""},{""name"":""Iubilaeum"",""date"":"" 2004 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/3675.jpg"",""link"":""http://www.rockit.it/arbegarbe/album/iubilaeum/3675""},{""name"":""Jacume!"",""date"":"" 2002 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2109.jpg"",""link"":""http://www.rockit.it/arbegarbe/album/jacume/2109""}]"
1087	"Arbrobox"	"http://www.rockit.it/arbrobox"	"Band, Erba (CO), Lombardia"	"0"	"Strumentale, Post-Rock "	"url(/thumb700x250/foto/100200.jpg)"	"[""/recensione/28032/arbrobox-arbrobox"",""/user/ARBROBOX""]"	"\n<div class=""content-rece""><p>una band di rock strumentale che miscela timbri ed elementi di differenti background musicali per costruire un sound eterogeneo ma coeso, che va da so</p> <p>Gli Arbrobox sono una band strumentale di Como formatasi nel 2006. Fino al 2010 la band si dedica alla composizione estemporanea traendo influenza da differenti generi musicali: dal post-rock al jazz passando per l&apos;alternative e la sperimentazione.<br>\nDal 2010 a oggi gli Arbrobox si sono dedicati alla composizione della propria musica allargando l&apos;organico fino ad arrivare all&apos;attuale formazione di 8 elementi che comprende una sezione fiati.</p></div>\n"	"[{""name"":""Arbrobox"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/28032.jpg"",""link"":""http://www.rockit.it/arbrobox/album/arbrobox/28032""}]"
1088	"Arcadia [Lombardia]"	"http://www.rockit.it/arcadialombardia"	"Band, Lombardia"	"0"	"Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/5899/arcadia-lombardia-lights"",""/user/goldglider""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""Lights"",""date"":"" 2006 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/5899.jpg"",""link"":""http://www.rockit.it/arcadialombardia/album/lights/5899""}]"
1089	"Arcadia [Piemonte]"	"http://www.rockit.it/arcadiapiemonte"	"Band, Piemonte"	"0"	"Metal "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[]"	"\n<div class=""content-rece""></div>\n"	"[]"
1090	"Arcane of Souls"	"http://www.rockit.it/arcaneofsouls"	"Band, Bergamo, Lombardia"	"9"	"Cantautore, Rock, Blues "	"url(/thumb700x250/foto/69140.jpg)"	"[""/news/playlist-lunedi-mattina-musica-inizio-settimana"",""/recensione/28458/arcane-of-souls-cenere"",""/recensione/20830/arcane-of-souls-vivo-e-vegeto"",""/user/arcaneofsouls""]"	"\n<div class=""content-rece""><p>Progetto solista di Alfonso Surace</p> <p>BIOGRAFIA<br>\nArcane of Souls &#xE8; il nuovo progetto solista di Alfonso Surace (gi&#xE0; chitarra e voce ne il tORQUEMADA e chitarra live nei Sakee Sed). L&apos;anagramma &#xE8; solo una metafora di come, nella vita, si possano sempre mischiare le carte in tavola senza mai smettere di essere stessi.<br>\n<br>\nSongwriter calabrese d&apos;origine, Alfonso Surace &#xE8; una delle ultime scoperte della fervida e vitale scena musicale bergamasca. Un cantautore decisamente verace, che ama realizzare in rigorosa autoproduzione i propri dischi e tutto quello che ruota intorno ad essi (foto, video, etc.) con l&apos;aiuto di qualche amico e di qualche alunno (nella vita Alfonso &#xE8; insegnante d&apos;informatica, oltre che padre) e che al blues, al rock e in generale a tutte le sonorit&#xE0; pi&#xF9; roots deve la propria linfa musicale.</p></div>\n"	"[{""name"":""Ceneré"",""date"":"" 2015 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/28458.jpg"",""link"":""http://www.rockit.it/arcaneofsouls/album/cenere/28458""},{""name"":""Vivo e Vegeto"",""date"":"" 2012 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/20830.jpg"",""link"":""http://www.rockit.it/arcaneofsouls/album/vivo-e-vegeto/20830""},{""name"":""Rockit Vol.45"",""date"":"" 2013 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/21276.jpg"",""link"":""http://www.rockit.it/compilation/rockit-vol45/21276""}]"
1091	"Arcastella"	"http://www.rockit.it/arcastella"	"Band, Emilia Romagna"	"1"	"Cantautore, Rock, Folk, Acustico "	"url(/thumb700x250/foto/2984.jpg)"	"[""/recensione/2521/arcastella-elementare"",""/news/arcastella-dal-vivo-estragon"",""/news/arcastella-fnac-verona"",""/user/ar274957c""]"	"\n<div class=""content-rece""><p>Giovanni Del Casale nasce a Bologna nel 1967. Nella seconda met&#xE0; degli anni &#x2019;80 fa parte degli X Cert, rock&#x2013;wave band bolognese con la quale pubblica un mini-album nel 1989. Nel gruppo &#xE8; chitarrista e cantante oltre che coautore di musiche e testi; insieme a lui, tra gli altri, Federico Bologna (poi tastierista dei Technogod) e Claudia Giovannini (successivamente bassista con la Mumble Rumble e il gruppo ska delle Tremende). Negli anni &#x2018;90 realizza alcuni demotape con la sigla Arcastella che per breve tempo diventa il nome anche di un vero e proprio gruppo; &#xE8; di quest&#x2019;epoca l&#x2019;inizio della collaborazione con Massimo Bubola con il quale si concretizza recentemente il debutto discografico per la sua neonata etichetta Eccher Music, con l&#x2019;assistenza e la preziosa collaborazione di Storie di Note nella collocazione e distribuzione dell&#x2019;album.</p></div>\n"	"[{""name"":""Elementare"",""date"":"" 2003 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/2521.jpg"",""link"":""http://www.rockit.it/arcastella/album/elementare/2521""}]"
1092	"Archangel"	"http://www.rockit.it/archangel"	"Band, Lombardia"	"0"	"Rock "	"url(/thumb700x250/nopic/noarticolo.jpg)"	"[""/recensione/80/archangel-in-tears-the-angel-falls""]"	"\n<div class=""content-rece""></div>\n"	"[{""name"":""In tears the angel falls..."",""date"":"" 1996 "",""cover"":""http://www.rockit.it/thumb200x200/copertine/80.jpg"",""link"":""http://www.rockit.it/archangel/album/in-tears-the-angel-falls/80""}]"
